id_orgao,nm_orgao,sigla_orgao,esfera,home_page,nome_municipio,cd_municipio_ibge
44801,CM DE CASCA,CM CASCA,MUNICIPAL,www.cvcasca.com.br,CASCA,4304903
44900,PM DE CATUÍPE,PM,MUNICIPAL,www.catuipe.rs.gov.br,CATUÍPE,4305009
44901,CM DE CATUÍPE,CM CATUIPE,MUNICIPAL,www.catuipe.rs.gov.br,CATUÍPE,4305009
45000,PM DE CAXIAS DO SUL,PM CAXIAS,MUNICIPAL,www.caxias.rs.gov.br,CAXIAS DO SUL,4305108
45001,CM DE CAXIAS DO SUL,CM CAXIAS,MUNICIPAL,www.camaracaxias.rs.gov.br,CAXIAS DO SUL,4305108
45002,INST. PREV. ASSIST. MUN. - CAXIAS DO SUL,IPAM,MUNICIPAL,www.ipamcaxias.com.br,CAXIAS DO SUL,4305108
45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,SAMAE,MUNICIPAL,www.samaecaxias.com.br,CAXIAS DO SUL,4305108
45004,CIA. DE DESENV. DE CAXIAS DO SUL,CODECA,MUNICIPAL,www.codeca.com.br,CAXIAS DO SUL,4305108
45005,FARMÁCIA DO IPAM LTDA. - CAXIAS DO SUL,,MUNICIPAL,www.farmaciaipam.com.br,CAXIAS DO SUL,4305108
45006,FUND. SERV. AUTÔN. MUNIC. ÁGUA ESG-C.SUL,FUND SAMAE,MUNICIPAL,,CAXIAS DO SUL,4305108
45008,COMISSÃO MUN. AMPARO À INFÂNCIA-C.SUL,COMAI,MUNICIPAL,,CAXIAS DO SUL,4305108
45009,FUND. DE ASSIST. SOCIAL - CAXIAS DO SUL,FAS,MUNICIPAL,fas.caxias.rs.gov.br/,CAXIAS DO SUL,4305108
45100,PM DE CERRO LARGO,PM,MUNICIPAL,www.cerrolargo.rs.gov.br,CERRO LARGO,4305207
45101,CM DE CERRO LARGO,CM CERRO L,MUNICIPAL,www.camaracerrolargo.rs.gov.br,CERRO LARGO,4305207
45200,PM DE CHAPADA,PM CHAPADA,MUNICIPAL,www.chapada.rs.gov.br,CHAPADA,4305306
45201,CM DE CHAPADA,CM CHAPADA,MUNICIPAL,www.camarachapada.rs.gov.br/,CHAPADA,4305306
45300,PM DE CHIAPETTA,PM,MUNICIPAL,www.chiapetta.rs.gov.br,CHIAPETTA,4305405
45301,CM DE CHIAPETTA,CM CHIAPET,MUNICIPAL,www.camarachiapetta.rs.gov.br,CHIAPETTA,4305405
45302,FUND. HOSPITALAR E BENEFICENTE-CHIAPETTA,FHOB,MUNICIPAL,,CHIAPETTA,4305405
45400,PM DE CIRÍACO,PM CIRIACO,MUNICIPAL,www.ciriaco.rs.gov.br,CIRÍACO,4305504
45401,CM DE CIRÍACO,CM CIRIACO,MUNICIPAL,www.cmvciriaco.com.br,CIRÍACO,4305504
45500,PM DE COLORADO,PM COLORAD,MUNICIPAL,www.colorado.rs.gov.br,COLORADO,4305603
45501,CM DE COLORADO,CM COLORAD,MUNICIPAL,www.cmcolorado.com.br/,COLORADO,4305603
45600,PM DE CONDOR,PM,MUNICIPAL,www.condor.rs.gov.br,CONDOR,4305702
45601,CM DE CONDOR,CM CONDOR,MUNICIPAL,www.camaracondor.rs.gov.br,CONDOR,4305702
45700,PM DE CONSTANTINA,PM,MUNICIPAL,www.constantina.rs.gov.br,CONSTANTINA,4305801
45701,CM DE CONSTANTINA,CM CONSTAN,MUNICIPAL,www.constantina.rs.leg.br,CONSTANTINA,4305801
45800,PM DE CORONEL BICACO,PM,MUNICIPAL,www.coronelbicaco.rs.gov.br,CORONEL BICACO,4305900
45801,CM DE CORONEL BICACO,CM C BICAC,MUNICIPAL,coronelbicaco.rs.leg.br/,CORONEL BICACO,4305900
45900,PM DE CRISSIUMAL,PM,MUNICIPAL,www.crissiumal-rs.com.br,CRISSIUMAL,4306007
45901,CM DE CRISSIUMAL,CM CRISSIU,MUNICIPAL,www.camaracrissiumal.rs.gov.br,CRISSIUMAL,4306007
46000,PM DE CRUZ ALTA,PM,MUNICIPAL,www.cruzalta.atende.net,CRUZ ALTA,4306106
46001,CM DE CRUZ ALTA,CM CRUZ AL,MUNICIPAL,www.camaracruzalta.rs.gov.br,CRUZ ALTA,4306106
46002,CIA. INDUSTRIAL E DE DESENV. URBANO - CRUZ ALTA,CIDUSA,MUNICIPAL,,CRUZ ALTA,4306106
46003,ASSOCIAÇÃO DOS FUNCIONÁRIOS MUNICIPAIS DE CRUZ ALTA,AFM,MUNICIPAL,,CRUZ ALTA,4306106
46100,PM DE CRUZEIRO DO SUL,PM CRUZ. D,MUNICIPAL,www.cruzeiro.rs.gov.br,CRUZEIRO DO SUL,4306205
46101,CM DE CRUZEIRO DO SUL,CM CRUZEIR,MUNICIPAL,www.camaracruzeiro.rs.gov.br,CRUZEIRO DO SUL,4306205
46200,PM DE DAVID CANABARRO,PM D CANAB,MUNICIPAL,www.davidcanabarro.rs.gov.br,DAVID CANABARRO,4306304
46201,CM DE DAVID CANABARRO,CM D CANAB,MUNICIPAL,www.camaradavidcanabarro.com.br,DAVID CANABARRO,4306304
46300,PM DE DOIS IRMÃOS,PM DOIS IR,MUNICIPAL,www.doisirmaos.rs.gov.br,DOIS IRMÃOS,4306403
46301,CM DE DOIS IRMÃOS,CM DOIS IR,MUNICIPAL,www.doisirmaos.rs.leg.br,DOIS IRMÃOS,4306403
46302,FUND. MUN. ASSISTÊNCIA - DOIS IRMÃOS,,MUNICIPAL,,DOIS IRMÃOS,4306403
46400,PM DE DOM FELICIANO,PM D. FELI,MUNICIPAL,www.domfeliciano.rs.gov.br,DOM FELICIANO,4306502
46401,CM DE DOM FELICIANO,CM D FELIC,MUNICIPAL,www.camaradomfeliciano.rs.gov.br,DOM FELICIANO,4306502
46500,PM DE DOM PEDRITO,PM,MUNICIPAL,www.dompedrito.rs.gov.br,DOM PEDRITO,4306601
46501,CM DE DOM PEDRITO,CM DOM PED,MUNICIPAL,www.camaradompedrito.rs.gov.br,DOM PEDRITO,4306601
46600,PM DE DONA FRANCISCA,PM D. FRAN,MUNICIPAL,www.donafrancisca.rs.gov.br,DONA FRANCISCA,4306700
46601,CM DE DONA FRANCISCA,CM D FRANC,MUNICIPAL,http://www.cmvdonafrancisca.rs.gov.br,DONA FRANCISCA,4306700
46700,PM DE ENCANTADO,PM ENCANTA,MUNICIPAL,www.encantado-rs.com.br,ENCANTADO,4306809
46701,CM DE ENCANTADO,CM ENCANTA,MUNICIPAL,www.camaraencantado.com.br,ENCANTADO,4306809
46800,PM DE ENCRUZILHADA DO SUL,PM E. DO S,MUNICIPAL,www.encruzilhadadosul.rs.gov.br,ENCRUZILHADA DO SUL,4306908
46801,CM DE ENCRUZILHADA DO SUL,CM ENCRUZI,MUNICIPAL,www.camaraencruzilhada.rs.gov.br,ENCRUZILHADA DO SUL,4306908
46900,PM DE ERECHIM,PM ERECHIM,MUNICIPAL,www.pmerechim.rs.gov.br,ERECHIM,4307005
46901,CM DE ERECHIM,CM ERECHIM,MUNICIPAL,www.erechim.rs.leg.br,ERECHIM,4307005
46902,ESCOLA MUN. BELAS ARTES OSV. ENGEL-ERECHIM,EMBARTES,MUNICIPAL,,ERECHIM,4307005
46903,FUND. ALTO URUG. P/PESQ. E ENS. SUP.-ERECHIM,FAPES,MUNICIPAL,,ERECHIM,4307005
46904,FUND. HOSPITALAR SANTA TEREZINHA DE ERECHIM,FHSTE,MUNICIPAL,www.fhste.com.br,ERECHIM,4307005
47000,PM DE HERVAL,PM HERVAL,MUNICIPAL,www.herval.rs.gov.br,HERVAL,4307104
47001,CM DE HERVAL,CM HERVAL,MUNICIPAL,www.camaraherval.rs.gov.br,HERVAL,4307104
47100,PM DE ERVAL GRANDE,PM ERVAL G,MUNICIPAL,www.ervalgrande.rs.gov.br,ERVAL GRANDE,4307203
47101,CM DE ERVAL GRANDE,CM ERVAL G,MUNICIPAL,www.ervalgrande.rs.gov.br/,ERVAL GRANDE,4307203
47200,PM DE ERVAL SECO,PM,MUNICIPAL,www.ervalseco.rs.gov.br,ERVAL SECO,4307302
47201,CM DE ERVAL SECO,CM ERVAL S,MUNICIPAL,www.camaraervalseco.rs.gov.br,ERVAL SECO,4307302
47300,PM DE ESMERALDA,PM ESMERAL,MUNICIPAL,www.esmeralda.rs.gov.br,ESMERALDA,4307401
47301,CM DE ESMERALDA,CM ESMERAL,MUNICIPAL,www.camaraesmeralda.rs.gov.br,ESMERALDA,4307401
47400,PM DE ESPUMOSO,PM ESPUMOS,MUNICIPAL,www.espumoso.rs.gov.br,ESPUMOSO,4307500
47401,CM DE ESPUMOSO,CM ESPUMOS,MUNICIPAL,www.camaraespumoso.rs.gov.br,ESPUMOSO,4307500
47500,PM DE ESTÂNCIA VELHA,PM EST VEL,MUNICIPAL,www.estanciavelha.rs.gov.br,ESTÂNCIA VELHA,4307609
47501,CM DE ESTÂNCIA VELHA,CM EST VEL,MUNICIPAL,www.estanciavelha.rs.leg.br,ESTÂNCIA VELHA,4307609
47600,PM DE ESTEIO,PM,MUNICIPAL,www.esteio.rs.gov.br,ESTEIO,4307708
47601,CM DE ESTEIO,CM ESTEIO,MUNICIPAL,www.esteio.rs.leg.br,ESTEIO,4307708
47602,HOSPITAL MUNICIPAL SÃO CAMILO,,MUNICIPAL,www.saocamiloesteio.com.br,ESTEIO,4307708
47700,PM DE ESTRELA,PM ESTRELA,MUNICIPAL,estrela.atende.net,ESTRELA,4307807
47701,CM DE ESTRELA,CM ESTRELA,MUNICIPAL,www.camaraestrela-rs.com.br,ESTRELA,4307807
47800,PM DE FARROUPILHA,PM FARROUP,MUNICIPAL,www.farroupilha.rs.gov.br,FARROUPILHA,4307906
47801,CM DE FARROUPILHA,CM FARROUP,MUNICIPAL,www.camarafarroupilha.rs.gov.br,FARROUPILHA,4307906
47802,FUND. FARROUPILHA DE ASSISTÊNCIA,,MUNICIPAL,,FARROUPILHA,4307906
47900,PM DE FAXINAL DO SOTURNO,PM F. SOTU,MUNICIPAL,www.faxinaldosoturno.rs.gov.br,FAXINAL DO SOTURNO,4308003
47901,CM DE FAXINAL DO SOTURNO,CM FAXINAL,MUNICIPAL,www.cmfaxinaldosoturno.rs.gov.br,FAXINAL DO SOTURNO,4308003
48000,PM DE FELIZ,PM FELIZ,MUNICIPAL,www.feliz.rs.gov.br,FELIZ,4308102
48001,CM DE FELIZ,CM FELIZ,MUNICIPAL,www.camarafeliz.rs.gov.br,FELIZ,4308102
48100,PM DE FLORES DA CUNHA,PM F. DA C,MUNICIPAL,www.floresdacunha.rs.gov.br,FLORES DA CUNHA,4308201
48101,CM DE FLORES DA CUNHA,CM FLORES,MUNICIPAL,www.camaraflores.rs.gov.br,FLORES DA CUNHA,4308201
48200,PM DE FONTOURA XAVIER,PM F XAVIE,MUNICIPAL,www.fontouraxavier-rs.com.br,FONTOURA XAVIER,4308300
48201,CM DE FONTOURA XAVIER,CM F XAVIE,MUNICIPAL,www.camarafx.com.br,FONTOURA XAVIER,4308300
48300,PM DE FORMIGUEIRO,PM FORMIGU,MUNICIPAL,www.formigueiro.rs.gov.br,FORMIGUEIRO,4308409
48301,CM DE FORMIGUEIRO,CM FORMIGU,MUNICIPAL,www.formigueiro.rs.leg.br,FORMIGUEIRO,4308409
48400,PM DE FREDERICO WESTPHALEN,PM,MUNICIPAL,www.fredericowestphalen.rs.gov.br,FREDERICO WESTPHALEN,4308508
48401,CM DE FREDERICO WESTPHALEN,CM FRED WE,MUNICIPAL,www.fredericowestphalen.rs.leg.br,FREDERICO WESTPHALEN,4308508
48500,PM DE GARIBALDI,PM GARIBAL,MUNICIPAL,www.garibaldi.rs.gov.br,GARIBALDI,4308607
48501,CM DE GARIBALDI,CM GARIBAL,MUNICIPAL,www.camaragaribaldi.rs.gov.br,GARIBALDI,4308607
48502,FESTA NACIONAL DO CHAMPANHA-GARIBALDI,FENACHAMP,MUNICIPAL,,GARIBALDI,4308607
48600,PM DE GAURAMA,PM GAURAMA,MUNICIPAL,www.gaurama.rs.gov.br,GAURAMA,4308706
48601,CM DE GAURAMA,CM GAURAMA,MUNICIPAL,www.camaragaurama.rs.gov.br,GAURAMA,4308706
48602,FUND. CULTURAL GAURAMA,F.C. GAURA,MUNICIPAL,,GAURAMA,4308706
48700,PM DE GENERAL CÂMARA,PM G. CAMA,MUNICIPAL,www.generalcamara.com,GENERAL CÂMARA,4308805
48701,CM DE GENERAL CÂMARA,CM GEN CAM,MUNICIPAL,www.generalcamara.rs.leg.br,GENERAL CÂMARA,4308805
48800,PM DE GETÚLIO VARGAS,PM GET VAR,MUNICIPAL,www.pmgv.rs.gov.br,GETÚLIO VARGAS,4308904
48801,CM DE GETÚLIO VARGAS,CM GET VAR,MUNICIPAL,www.getuliovargas.rs.leg.br,GETÚLIO VARGAS,4308904
48900,PM DE GIRUÁ,PM,MUNICIPAL,www.girua.rs.gov.br,GIRUÁ,4309001
48901,CM DE GIRUÁ,CM GIRUA,MUNICIPAL,www.camaragirua.rs.gov.br,GIRUÁ,4309001
49000,PM DE GRAMADO,PM GRAMADO,MUNICIPAL,www.gramado.rs.gov.br,GRAMADO,4309100
49001,CM DE GRAMADO,CM GRAMADO,MUNICIPAL,www.gramado.rs.leg.br,GRAMADO,4309100
49002,FUND. DE CULTURA E TURISMO DE GRAMADO,,MUNICIPAL,,GRAMADO,4309100
49100,PM DE GRAVATAÍ,PM,MUNICIPAL,gravatai.atende.net,GRAVATAÍ,4309209
49101,CM DE GRAVATAÍ,CM GRAVATA,MUNICIPAL,www.cmgravatai.rs.gov.br,GRAVATAÍ,4309209
49102,FUND. MUN. DE ARTE E CULTURA - GRAVATAÍ,FUNDARC,MUNICIPAL,www.gravatai.rs.gov.br,GRAVATAÍ,4309209
49103,FUND. MUN. DE MEIO AMBIENTE - GRAVATAÍ,FMMA,MUNICIPAL,www.gravatai.rs.gov.br,GRAVATAÍ,4309209
49104,INSTITUTO DE PREVIDENCIA DOS SERVIDORES MUNICIPAIS DE GRAVATAI,IPG,MUNICIPAL,www.ipagrs.com,GRAVATAÍ,4309209
49200,PM DE GUAÍBA,PM,MUNICIPAL,www.guaiba.rs.gov.br,GUAÍBA,4309308
49201,CM DE GUAÍBA,CM GUAIBA,MUNICIPAL,www.camaraguaiba.rs.gov.br,GUAÍBA,4309308
49300,PM DE GUAPORÉ,PM GUAPORE,MUNICIPAL,www.guapore.rs.gov.br,GUAPORÉ,4309407
49301,CM DE GUAPORÉ,CM GUAPORE,MUNICIPAL,www.camaraguapore.com.br,GUAPORÉ,4309407
49302,HOSP. MUN. MANOEL FCO. GUERREIRO-GUAPORÉ,HMMFG,MUNICIPAL,,GUAPORÉ,4309407
49400,PM DE GUARANI DAS MISSÕES,PM,MUNICIPAL,www.guaranidasmissoes.rs.gov.br,GUARANI DAS MISSÕES,4309506
49401,CM DE GUARANI DAS MISSÕES,CM GUARANI,MUNICIPAL,www.camaraguaranidasmissoes.rs.gov.br,GUARANI DAS MISSÕES,4309506
49500,PM DE HORIZONTINA,PM,MUNICIPAL,www.horizontina.rs.gov.br,HORIZONTINA,4309605
49501,CM DE HORIZONTINA,CM HORIZON,MUNICIPAL,www.horizontina.com,HORIZONTINA,4309605
49600,PM DE HUMAITÁ,PM,MUNICIPAL,www.humaita.rs.gov.br,HUMAITÁ,4309704
49601,CM DE HUMAITÁ,CM HUMAITA,MUNICIPAL,www.camarahumaita.rs.gov.br,HUMAITÁ,4309704
49602,ASSOCIAÇÃO PREV. ASSIST. DO MUN. DE HUMAITÁ,APAM,MUNICIPAL,,HUMAITÁ,4309704
49700,PM DE IBIAÇÁ,PM IBIACA,MUNICIPAL,www.ibiaca.rs.gov.br,IBIAÇÁ,4309803
49701,CM DE IBIAÇÁ,CM IBIACA,MUNICIPAL,www.ibiaca.rs.leg.br,IBIAÇÁ,4309803
49800,PM DE IBIRAIARAS,PM IBIRAIA,MUNICIPAL,www.ibiraiaras.rs.gov.br,IBIRAIARAS,4309902
49801,CM DE IBIRAIARAS,CM IBIRAIA,MUNICIPAL,www.ibiraiaras.rs.leg.br,IBIRAIARAS,4309902
49802,HOSP. MUNICIPAL SÃO JOSÉ DE IBIRAIARAS,HMSJ-IBIRA,MUNICIPAL,ALTER. NOME 01.10.04 CFE. FAX,IBIRAIARAS,4309902
49803,INST. PREV. ASSIST. MUN.-IBIRAIARAS,IPRAMI,MUNICIPAL,,IBIRAIARAS,4309902
49900,PM DE IBIRUBÁ,PM IBIRUBA,MUNICIPAL,www.ibiruba.rs.gov.br,IBIRUBÁ,4310009
49901,CM DE IBIRUBÁ,CM IBIRUBA,MUNICIPAL,www.camvereadoresibiruba.rs.gov.br,IBIRUBÁ,4310009
50000,PM DE IGREJINHA,PM,MUNICIPAL,www.igrejinha.rs.gov.br,IGREJINHA,4310108
50001,CM DE IGREJINHA,CM IGREJIN,MUNICIPAL,camaraigrejinha.rs.gov.br,IGREJINHA,4310108
50002,FUND. CULTURAL DE IGREJINHA,FUND CULT,MUNICIPAL,,IGREJINHA,4310108
50100,PM DE IJUÍ,PM,MUNICIPAL,www.ijui.rs.gov.br,IJUÍ,4310207
50101,CM DE IJUÍ,CM IJUÍ,MUNICIPAL,www.camaraijui.rs.gov.br,IJUÍ,4310207
50102,CAIXA DE PENSÕES E AUXÍLIOS DOS SERVIDORES MUNICIPAIS DE IJUÍ-CEPASMI,CEPASMI,MUNICIPAL,,IJUÍ,4310207
50103,DEP. MUNICIPAL DE ENERGIA - IJUÍ,DEMEI,MUNICIPAL,www.demei.com.br,IJUÍ,4310207
50200,PM DE ILÓPOLIS,PM ILOPOLI,MUNICIPAL,www.ilopolis-rs.com.br,ILÓPOLIS,4310306
50201,CM DE ILÓPOLIS,CM ILOPOLI,MUNICIPAL,www.camarailopolis.com.br,ILÓPOLIS,4310306
50202,FUND. ILÓPOL. DE PROMOÇÃO SOCIAL-ILÓPOLIS,FUNIPROS,MUNICIPAL,,ILÓPOLIS,4310306
50300,PM DE INDEPENDÊNCIA,PM,MUNICIPAL,www.independencia.rs.gov.br,INDEPENDÊNCIA,4310405
50301,CM DE INDEPENDÊNCIA,CM INDEP,MUNICIPAL,www.camaraindependencia.rs.gov.br,INDEPENDÊNCIA,4310405
50302,FUND. HOSPITALAR CRISTO REI-INDEPENDÊNCIA,,MUNICIPAL,,INDEPENDÊNCIA,4310405
50400,PM DE IRAÍ,PM,MUNICIPAL,www.irai.rs.gov.br,IRAÍ,4310504
50401,CM DE IRAÍ,CM IRAI,MUNICIPAL,www.camarairai.rs.leg.br,IRAÍ,4310504
50402,CIA. IRAIENSE DE MINERAÇÃO - IRAÍ,CIMEX,MUNICIPAL,,IRAÍ,4310504
50500,PM DE ITAQUI,PM,MUNICIPAL,www.itaqui.rs.gov.br,ITAQUI,4310603
50501,CM DE ITAQUI,CM ITAQUI,MUNICIPAL,www.camaraitaqui.rs.gov.br,ITAQUI,4310603
50502,FUND. VENÂNCIO RAMOS DA SILVA - ITAQUI,FUNVERS,MUNICIPAL,www.itaqui.rs.gov.br,ITAQUI,4310603
50600,PM DE ITATIBA DO SUL,PM ITATIBA,MUNICIPAL,www.itatibadosul-rs.com.br,ITATIBA DO SUL,4310702
50601,CM DE ITATIBA DO SUL,CM ITATIBA,MUNICIPAL,itatibadosul-rs.com.br,ITATIBA DO SUL,4310702
50700,PM DE IVOTI,PM IVOTI,MUNICIPAL,www.ivoti.rs.gov.br,IVOTI,4310801
50701,CM DE IVOTI,CM IVOTI,MUNICIPAL,www.camaraivoti.rs.gov.br,IVOTI,4310801
50800,PM DE JACUTINGA,PM JACUTIN,MUNICIPAL,www.jacutinga.rs.gov.br,JACUTINGA,4310900
50801,CM DE JACUTINGA,CM JACUTIN,MUNICIPAL,www.jacutinga.rs.leg.br,JACUTINGA,4310900
50900,PM DE JAGUARÃO,PM JAGUARA,MUNICIPAL,www.jaguarao.rs.gov.br,JAGUARÃO,4311007
50901,CM DE JAGUARÃO,CM JAGUARA,MUNICIPAL,www.camarajaguarao.rs.gov.br,JAGUARÃO,4311007
51000,PM DE JAGUARI,PM JAGUARI,MUNICIPAL,www.jaguari.rs.gov.br,JAGUARI,4311106
51001,CM DE JAGUARI,CM JAGUARI,MUNICIPAL,www.camara.jaguari.rs.gov.br,JAGUARI,4311106
51100,PM DE JÚLIO DE CASTILHOS,PM J. CAST,MUNICIPAL,www.juliodecastilhos.rs.gov.br,JÚLIO DE CASTILHOS,4311205
51101,CM DE JÚLIO DE CASTILHOS,CM J CASTI,MUNICIPAL,www.camarajc.rs.gov.br,JÚLIO DE CASTILHOS,4311205
51200,PM DE LAGOA VERMELHA,PM L VERME,MUNICIPAL,www.lagoavermelha.rs.gov.br,LAGOA VERMELHA,4311304
51201,CM DE LAGOA VERMELHA,CM L VERME,MUNICIPAL,www.lagoavermelha.rs.leg.br,LAGOA VERMELHA,4311304
51300,PM DE LAJEADO,PM LAJEADO,MUNICIPAL,www.lajeado.rs.gov.br,LAJEADO,4311403
51301,CM DE LAJEADO,CM LAJEADO,MUNICIPAL,www.lajeado.rs.leg.br,LAJEADO,4311403
51302,FUND. ALTO TAQUARI ENSINO SUP.- LAJEADO,FATES,MUNICIPAL,www.fates.tche.br,LAJEADO,4311403
51400,PM DE LAVRAS DO SUL,PM L. DO S,MUNICIPAL,www.lavrasdosul.rs.gov.br,LAVRAS DO SUL,4311502
51401,CM DE LAVRAS DO SUL,CM LAVRAS,MUNICIPAL,www.camaralavrasdosul.com.br,LAVRAS DO SUL,4311502
51403,FUND. MÉD.-HOSP. DR. HONOR T. COSTA - LAVRAS DO SUL,,MUNICIPAL,,LAVRAS DO SUL,4311502
51404,FUND. RÁDIO PEPITA FM - LAVRAS DO SUL,FUNPEPITA,MUNICIPAL,,LAVRAS DO SUL,4311502
51500,PM DE LIBERATO SALZANO,PM,MUNICIPAL,www.liberatosalzano.rs.gov.br,LIBERATO SALZANO,4311601
51501,CM DE LIBERATO SALZANO,CM L SALZA,MUNICIPAL,www.liberatosalzano.rs.leg.br,LIBERATO SALZANO,4311601
51600,PM DE MACHADINHO,PM MACHADI,MUNICIPAL,www.machadinho.rs.gov.br,MACHADINHO,4311700
51601,CM DE MACHADINHO,CM MACHADI,MUNICIPAL,www.machadinho.rs.gov.br/,MACHADINHO,4311700
51602,FUND. HOSPITALAR E EDUC. SÃO FRANCISCO DE ASSIS - MACHADINHO,FHOESFA,MUNICIPAL,www.fhoesfa.com.br,MACHADINHO,4311700
51700,PM DE MARAU,PM MARAU,MUNICIPAL,www.pmmarau.com.br,MARAU,4311809
51701,CM DE MARAU,CM MARAU,MUNICIPAL,www.cvmarau.com.br,MARAU,4311809
51800,PM DE MARCELINO RAMOS,PM M RAMOS,MUNICIPAL,www.marcelinoramos.rs.gov.br,MARCELINO RAMOS,4311908
51801,CM DE MARCELINO RAMOS,CM M RAMOS,MUNICIPAL,www.marcelinoramos.rs.leg.br,MARCELINO RAMOS,4311908
51802,CIA. ÁGUAS TERMAIS MARCELINO RAMOS - TERMASA,TERMASA,MUNICIPAL,www.termasdemarcelino.com.br,MARCELINO RAMOS,4311908
51900,PM DE MARIANO MORO,PM MARIANO,MUNICIPAL,www.pmmarianomoro.com.br,MARIANO MORO,4312005
51901,CM DE MARIANO MORO,CM MARIANO,MUNICIPAL,camaramarianomoro.rs.gov.br/,MARIANO MORO,4312005
52000,PM DE MATA,PM MATA,MUNICIPAL,www.mata.rs.gov.br,MATA,4312104
52001,CM DE MATA,CM MATA,MUNICIPAL,www.camaramata.rs.gov.br,MATA,4312104
52100,PM DE MAXIMILIANO DE ALMEIDA,PM MAX ALM,MUNICIPAL,www.maximilianodealmeida.rs.gov.br,MAXIMILIANO DE ALMEIDA,4312203
52101,CM DE MAXIMILIANO DE ALMEIDA,CM MAX ALM,MUNICIPAL,www.maximilianodealmeida.rs.gov.br/,MAXIMILIANO DE ALMEIDA,4312203
52200,PM DE MIRAGUAÍ,PM,MUNICIPAL,www.miraguai.rs.gov.br,MIRAGUAÍ,4312302
52201,CM DE MIRAGUAÍ,CM MIRAGUA,MUNICIPAL,www.miraguai.rs.gov.br,MIRAGUAÍ,4312302
52202,FUNDO ASSIST. SEG. SOC. SERV. MUN. DE MIRAGUAÍ,FASSMI,MUNICIPAL,,MIRAGUAÍ,4312302
52300,PM DE MONTENEGRO,PM MONTENE,MUNICIPAL,www.montenegro.rs.gov.br,MONTENEGRO,4312401
52301,CM DE MONTENEGRO,CM MONTENE,MUNICIPAL,www.montenegro.rs.leg.br,MONTENEGRO,4312401
52302,FUND. MUN. DE ARTES DE MONTENEGRO,FUNDARTE,MUNICIPAL,www.fundarte.rs.gov.br,MONTENEGRO,4312401
52400,PM DE MOSTARDAS,PM,MUNICIPAL,www.mostardas.rs.gov.br,MOSTARDAS,4312500
52401,CM DE MOSTARDAS,CM MOSTARD,MUNICIPAL,www.mostardas.rs.leg.br,MOSTARDAS,4312500
52402,FUND. CASA DA CULTURA DE MOSTARDAS,FCCM,MUNICIPAL,,MOSTARDAS,4312500
52500,PM DE MUÇUM,PM MUCUM,MUNICIPAL,www.mucum-rs.com.br,MUÇUM,4312609
52501,CM DE MUÇUM,CM MUCUM,MUNICIPAL,www.camaramucum.rs.gov.br,MUÇUM,4312609
52600,PM DE NÃO-ME-TOQUE,PM NAO-ME-,MUNICIPAL,www.naometoquers.com.br,NÃO-ME-TOQUE,4312658
52601,CM DE NÃO-ME-TOQUE,CM NAO-ME-,MUNICIPAL,www.camaranmt.com.br,NÃO-ME-TOQUE,4312658
52700,PM DE NONOAI,PM NONOAI,MUNICIPAL,www.nonoai.rs.gov.br,NONOAI,4312708
52701,CM DE NONOAI,CM NONOAI,MUNICIPAL,www.camaranonoai.rs.gov.br,NONOAI,4312708
52702,FUND. ADÍLIO DARONCHI - NONOAI,FAD-NONOAI,MUNICIPAL,,NONOAI,4312708
52703,CONS. INTERM. DE SAÚDE - CONISA,CONISA,MUNICIPAL,www.conisa.rs.gov.br,NONOAI,4312708
52800,PM DE NOVA ARAÇÁ,PM NOVA AR,MUNICIPAL,www.novaaraca.rs.gov.br,NOVA ARAÇÁ,4312807
52801,CM DE NOVA ARAÇÁ,CM NOVA AR,MUNICIPAL,transparencia.novaaraca.rs.gov.br,NOVA ARAÇÁ,4312807
52900,PM DE NOVA BASSANO,PM N.BASSA,MUNICIPAL,novabassano.rs.gov.br,NOVA BASSANO,4312906
52901,CM DE NOVA BASSANO,CM N BASSA,MUNICIPAL,legislativobassanors.com.br,NOVA BASSANO,4312906
53000,PM DE NOVA BRÉSCIA,PM N BRESC,MUNICIPAL,www.prefeituradenovabrescia.com.br,NOVA BRÉSCIA,4313003
53001,CM DE NOVA BRÉSCIA,CM N BRESC,MUNICIPAL,www.camaranovabrescia.com.br,NOVA BRÉSCIA,4313003
53100,PM DE NOVA PALMA,PM PALMA,MUNICIPAL,www.novapalma.rs.gov.br/,NOVA PALMA,4313102
53101,CM DE NOVA PALMA,CM N PALMA,MUNICIPAL,www.camaranovapalma.rs.gov.br/,NOVA PALMA,4313102
53200,PM DE NOVA PETRÓPOLIS,PM N PETRO,MUNICIPAL,www.novapetropolis.com.br,NOVA PETRÓPOLIS,4313201
53201,CM DE NOVA PETRÓPOLIS,CM N PETRO,MUNICIPAL,www.camaranovapetropolis.rs.gov.br,NOVA PETRÓPOLIS,4313201
53300,PM DE NOVA PRATA,PM NOVA PR,MUNICIPAL,www.novapratars.com.br,NOVA PRATA,4313300
53301,CM DE NOVA PRATA,CM NOVA PR,MUNICIPAL,camaranovaprata.rs.gov.br/,NOVA PRATA,4313300
53302,INST. PREV. ASSIST. MUN. - NOVA PRATA,IPRAM,MUNICIPAL,www.novapratars.gov.br,NOVA PRATA,4313300
